Batch Size: 512	Seq Len: 64
Testing Category: DS	Threshold: 0.05
Training Size: 18838	Validation Size: 4710
2019-03-01 18:21:33.198543
~~ Training / Validation ~~
Epoch: 0 Average Training Accuracy: tensor(0.2650)
Average Training Loss: 14.770401000976562
Epoch: 0 Average Validation Accuracy: tensor(0.3231)
Average Validation Loss: 5.825321888923645
Epoch: 10 Average Training Accuracy: tensor(0.3246)
Average Training Loss: 6.446165999850711
Epoch: 10 Average Validation Accuracy: tensor(0.3446)
Average Validation Loss: 5.722724175453186
Epoch: 20 Average Training Accuracy: tensor(0.3256)
Average Training Loss: 6.445211758484712
Epoch: 20 Average Validation Accuracy: tensor(0.3357)
Average Validation Loss: 5.698274683952332
Epoch: 30 Average Training Accuracy: tensor(0.3235)
Average Training Loss: 6.430215384509112
Epoch: 30 Average Validation Accuracy: tensor(0.3314)
Average Validation Loss: 5.69966607093811
Epoch: 40 Average Training Accuracy: tensor(0.3229)
Average Training Loss: 6.434276812785381
Epoch: 40 Average Validation Accuracy: tensor(0.3278)
Average Validation Loss: 5.705148446559906
Epoch: 49 Average Training Accuracy: tensor(0.3226)
Average Training Loss: 6.423129623000686
Epoch: 49 Average Validation Accuracy: tensor(0.3333)
Average Validation Loss: 5.6949327170848845
Number of Testing Enumerations: 1850
2019-03-04 02:16:26.761844
~~ Testing ~~
Video: E11zDS9XGzg	Size: 536
"Ground Truth: [0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.31 0.31 0.31 0.31 0.31 0.31
 0.31 0.31 0.31 0.31 0.31 0.31 0.41 0.41 0.41 0.41 0.41 0.41 0.41 0.41
 0.41 0.41 0.41 0.41 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.37 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.31 0.31
 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.28 0.28 0.28 0.28
 0.28 0.28 0.28 0.28 0.28 0.28 0.28 0.28 0.34 0.34 0.34 0.34 0.34 0.34
 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34
 0.34 0.34 0.34 0.34 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33
 0.33 0.33 0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3
 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.33 0.3  0.3
 0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.3  0.43 0.43 0.43 0.43
 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.64 0.64 0.64 0.64 0.64 0.64
 0.64 0.64 0.64 0.64 0.64 0.64 0.48 0.48 0.48 0.48 0.48 0.48 0.48 0.48
 0.48 0.48 0.48 0.48 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45
