gzDba3568,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
z_6gV698Hl-__393,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
b626M1388,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
qqR6A1678,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-11287WG0MB4058,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
cjibt1546,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NyBmC396xwqBX618,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
VuWGs1422byxOv2676,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
sTEEL3691,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
sTEEL1111Wxtbj7131,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
_xMr-2382,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
z_6gV4744E11zD1917,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
kLxoN2736,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
E11zD5191,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
J0nA45955XzYM31992,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
EYqVt1249,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
LRw_o904,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
kLxoN10524wU_L263,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
J0nA43973z_6gV3520,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
-esJr2852,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
cjibt15181Wxtbj2145,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
J0nA48801,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
0tmA_2504,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NyBmC2885qqR6A243,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
xwqBX109,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
iVt07271,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-esJr5201,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
z_6gV3531cjibt16894,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
kLxoN277EE-bN2796,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
Wxtbj7619qqR6A1152,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
byxOv2974,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PJrm8909,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
WG0MB6993JgHub1996,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
Bhxk-2420kLxoN2160,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
cjibt2451oDXZc6628,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
Hl-__1566,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-24840tmA_723,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
Se3ox25704wU_L3077,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
Yi4Ij92193eYKf2422,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
cjibt18623,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PJrm87320tmA_2881,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
RBCAB10215kLxoN934,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
Bhxk-12520NyBmC2290,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
cjibt5976,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
LRw_o4158,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
WG0MB892,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
sTEEL4231,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
98Moy2513,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
xwqBX6899,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
XzYM32484,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
i3wAG2935,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-60843eYKf2952,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
xxdtq747,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yi4Ij2660,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
JKpqY1434Se3ox1051,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
RBCAB1592,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
gzDba5338PJrm81962,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
vdmoE8404akI8Y1840,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
xmEER11113,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
RBCAB9919Se3ox2853,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
HT5vy7908,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
fWutD2870Wxtbj991,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
GsAD12891,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
vdmoE165,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
E11zD3556,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
jcoYJ3816eQu1r4093,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
XkqCE3281Se3ox4,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
WG0MB3912,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
PJrm84658,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
gzDba1844,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
xwqBX3514iVt07834,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
