kLxoN2861,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
byxOv694akI8Y2612,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
sTEEL3125,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
xmEER13102,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
oDXZc4533sTEEL1344,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
Bhxk-9712,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
LRw_o4815Hl-__4350,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
iVt07404kLxoN586,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
fWutD2026,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
akI8Y2887kLxoN978,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
i3wAG768eQu1r698,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
xxdtq2010,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
HT5vy3463,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
HT5vy2122qqR6A2047,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
JKpqY1726HT5vy2499,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
Yi4Ij816,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yi4Ij74823eYKf1412,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
AwmHb4032NyBmC332,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
xxdtq3004,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hl-__717,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
3eYKf400,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
sTEEL260byxOv1652,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
byxOv3466,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
sTEEL2599,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
LRw_o1494jcoYJ180,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
kLxoN3446,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
J0nA43402,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
jcoYJ1225,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
NyBmC1449,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
kLxoN483,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
qqR6A3552jcoYJ2276,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
_xMr-2891,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
i3wAG981,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
91IHQ730,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
oDXZc7498,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
oDXZc5898,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
kLxoN2336EE-bN189,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
GsAD1620,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
4wU_L2330,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
iVt0755PJrm83475,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
qqR6A3103,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
kLxoN3807,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
XzYM32831,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-803fWutD10176,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
eQu1r1289iVt07142,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
LRw_o2024,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
kLxoN2745,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
oDXZc1228,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
qqR6A5960xwqBX2312,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
37rzW243,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
98Moy3912,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
RBCAB6803EE-bN1303,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
oDXZc853,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
91IHQ2313RBCAB9791,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
JKpqY3054b626M3878,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
Se3ox121,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wxtbj604HT5vy8558,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
i3wAG908,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
GsAD1277291IHQ2738,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
37rzW1898RBCAB10046,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
RBCAB2114-esJr4130,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
Hl-__5150,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
xmEER3861EYqVt5099,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
PJrm85763,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
J0nA43403,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
XzYM3304WG0MB3450,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
AwmHb3388XkqCE3796,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
XzYM32704Hl-__3554,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
qqR6A1977,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
cjibt7007vdmoE6324,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
vdmoE9708,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
jcoYJ504,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
i3wAG4240,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
i3wAG2935,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
xmEER6343,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hl-__3505eQu1r2518,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
fWutD11565,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-6848,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wxtbj3728LRw_o5542,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
LRw_o2982eQu1r688,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
