NyBmC2580,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
EYqVt4987,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
eQu1r2624,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
J0nA47043,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
gzDba1935,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
-esJr4097,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
RBCAB128JgHub3370,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
byxOv2896EE-bN2593,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
eQu1r2808jcoYJ3050,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
37rzW4454,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
RBCAB10747LRw_o4010,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
iVt072383qqR6A7656,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
EYqVt3710,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bhxk-13417jcoYJ3406,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
uGu_1711JgHub1134,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
jcoYJ4550,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
