Batch Size: 256	Seq Len: 64
Testing Category: VU	Threshold: 0.1
Training Size: 18818	Validation Size: 4705
2019-03-13 23:47:49.142773
~~ Training / Validation ~~
Epoch: 0 Average Training Accuracy: tensor(0.5961)
Average Training Loss: 3.2688428872340434
Epoch: 0 Average Validation Accuracy: tensor(0.6064)
Average Validation Loss: 3.063431507662723
Epoch: 10 Average Training Accuracy: tensor(0.6026)
Average Training Loss: 3.1720079022484855
Epoch: 10 Average Validation Accuracy: tensor(0.6000)
Average Validation Loss: 3.039425297787315
Epoch: 20 Average Training Accuracy: tensor(0.6044)
Average Training Loss: 3.1673402383520797
Epoch: 20 Average Validation Accuracy: tensor(0.6006)
Average Validation Loss: 3.0368521652723612
Epoch: 30 Average Training Accuracy: tensor(0.6034)
Average Training Loss: 3.173166555327338
Epoch: 30 Average Validation Accuracy: tensor(0.5970)
Average Validation Loss: 3.043059229850769
Epoch: 40 Average Training Accuracy: tensor(0.6038)
Average Training Loss: 3.1713293661942354
Epoch: 40 Average Validation Accuracy: tensor(0.5983)
Average Validation Loss: 3.039460169641595
Epoch: 49 Average Training Accuracy: tensor(0.6029)
Average Training Loss: 3.1712748859379745
Epoch: 49 Average Validation Accuracy: tensor(0.6036)
Average Validation Loss: 3.030540190244976
Number of Testing Enumerations: 3700
2019-03-16 16:28:03.245499
~~ Testing ~~
Video: HT5vyqe0Xaw	Size: 535
"Ground Truth: [0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.27 0.27 0.27 0.27 0.27 0.27 0.27
 0.27 0.27 0.27 0.27 0.27 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37
 0.37 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.29 0.42
 0.42 0.42 0.42 0.42 0.42 0.42 0.42 0.42 0.42 0.42 0.42 0.26 0.26 0.26
 0.26 0.26 0.26 0.26 0.26 0.26 0.26 0.26 0.26 0.25 0.25 0.25 0.25 0.25
 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.32 0.32 0.32 0.32 0.32 0.32 0.32
 0.32 0.32 0.32 0.32 0.32 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34
 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.34
 0.34 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.36 0.36 0.36
 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.36 0.51 0.51 0.51 0.51 0.51
 0.51 0.51 0.51 0.51 0.51 0.51 0.51 0.39 0.39 0.39 0.39 0.39 0.39 0.39
 0.39 0.39 0.39 0.39 0.39 0.51 0.51 0.51 0.51 0.51 0.51 0.51 0.51 0.51
 0.51 0.51 0.51 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54 0.54
 0.54 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.49 0.52
 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.52 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.34 0.34 0.34 0.34 0.34
 0.34 0.34 0.34 0.34 0.34 0.34 0.34 0.46 0.46 0.46 0.46 0.46 0.46 0.46
 0.46 0.46 0.46 0.46 0.46 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43
 0.43 0.43 0.43 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.53
 0.53 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.45 0.43
 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.43 0.6  0.6  0.6
 0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.61 0.61 0.61 0.61 0.61
 0.61 0.61 0.61 0.61 0.61 0.61 0.61 0.42 0.42 0.42 0.42 0.42 0.42 0.42
 0.42 0.42 0.42 0.42 0.42 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31 0.31
 0.31 0.31 0.31 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4
 0.4  0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.38 0.39
 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.39 0.4  0.4  0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.56 0.56 0.56 0.56 0.56 0.56 0.56
 0.56 0.56 0.56 0.56 0.56 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58
 0.58 0.58 0.58 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
 0.25 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.46 0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4
 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.37 0.37 0.37 0.37 0.37
 0.37 0.37 0.37 0.37 0.37 0.37 0.37 0.38 0.38 0.38 0.38 0.38 0.38 0.38
 0.38 0.38 0.38 0.38 0.38 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4
 0.4  0.4  0.4 ]"
"Generated: [0.39087725 0.38980216 0.38976398 0.3903966  0.39089957 0.3900182
 0.38862038 0.38820246 0.38777006 0.38788784 0.38722786 0.38668272
 0.3866118  0.38670036 0.3864267  0.38618633 0.38515118 0.38601995
 0.38589096 0.38710326 0.38914207 0.38968807 0.3899325  0.38978094
 0.38979286 0.39000317 0.3900935  0.39007285 0.38906652 0.3880897
 0.38926905 0.38980943 0.389207   0.38895917 0.3879189  0.3882274
 0.38785622 0.38815168 0.38767686 0.3879892  0.3883533  0.3875447
 0.3872824  0.38806927 0.38915002 0.3896285  0.3903259  0.39107215
 0.39099607 0.38991162 0.38914457 0.3886665  0.3888234  0.38894695
 0.38829666 0.38937426 0.38846427 0.38813356 0.38829267 0.38797253
 0.38780922 0.38744298 0.38803732 0.38775942 0.38805366 0.38824645
 0.38974065 0.39084786 0.39005664 0.38871142 0.3882225  0.3876096
 0.38781095 0.38718146 0.38662162 0.38656667 0.3867272  0.3863202
 0.38608325 0.38511318 0.38604537 0.38593656 0.38716367 0.38918385
 0.38972372 0.3899614  0.3898152  0.38981593 0.39001122 0.3901218
 0.39014322 0.38916078 0.38817826 0.389351   0.3899224  0.3893129
 0.3890417  0.38800076 0.3883128  0.3878983  0.38818422 0.38771573
 0.38803798 0.38841882 0.3876093  0.38731536 0.38809904 0.3891948
 0.3896894  0.3903707  0.3911172  0.39102176 0.38993627 0.3891585
 0.3886789  0.3888325  0.38895658 0.38830784 0.38938802 0.38848078
 0.3881507  0.38830984 0.38799638 0.38782966 0.3874863  0.38806492
 0.38777658 0.387624   0.38813108 0.38983086 0.3909839  0.39014247
 0.38885    0.38837105 0.38778377 0.3880529  0.38742965 0.38686547
 0.38680083 0.3869564  0.38650277 0.38627213 0.38535947 0.38631287
 0.38620907 0.38742006 0.38936695 0.38985926 0.3900697  0.38991722
 0.38989955 0.39007935 0.3901901  0.39021787 0.38924167 0.38824752
 0.38941398 0.3899958  0.3893891  0.3891099  0.38806972 0.38838544
 0.38794044 0.38821462 0.38774464 0.38807502 0.38846916 0.38766032
 0.38734278 0.38812324 0.38922834 0.38973168 0.3904023  0.39114627
 0.3910396  0.38995105 0.3891677  0.38868552 0.38883686 0.38896236
 0.38831294 0.3893933  0.3884866  0.3881565  0.38831556 0.38800517
 0.38783804 0.38750732 0.388079   0.38778463 0.38763002 0.38789275
 0.38858894 0.3898727  0.38938215 0.38837975 0.3881123  0.3877064
 0.38809678 0.38752282 0.38694838 0.38684204 0.3870239  0.38658184
 0.38631204 0.38534135 0.38627577 0.386153   0.38735723 0.38932362
 0.38982695 0.3900486  0.38988513 0.38986316 0.3900475  0.39015272
 0.39018625 0.38924047 0.38828698 0.3894689  0.3900578  0.38942027
 0.3891416  0.38807976 0.38837832 0.3879565  0.38824773 0.38778105
 0.38809296 0.38845995 0.3876381  0.3873439  0.38812605 0.38921726
 0.38971123 0.39039075 0.39113578 0.39103842 0.38994747 0.38916945
 0.38869068 0.3888432  0.38897157 0.38832423 0.38940552 0.38850096
 0.38817108 0.38833043 0.38801363 0.38783905 0.3874865  0.38806456
 0.38777328 0.38761833 0.38788152 0.3875381  0.39254388 0.3927624
 0.3924501  0.39214027 0.3916514  0.39032197 0.3904412  0.3897626
 0.38825917 0.38900304 0.38922513 0.38838652 0.3875995  0.38817027
 0.38832474 0.388552   0.38823408 0.38677484 0.3865929  0.38467798
 0.3857899  0.38868746 0.3888293  0.38948435 0.3905471  0.39098963
 0.39073128 0.38969636 0.3897395  0.3871229  0.38731316 0.3880808
 0.38826436 0.38721362 0.38651046 0.38745877 0.38935497 0.38827047
 0.38702884 0.38482052 0.3844799  0.38386473 0.3832709  0.38416132
